country,year,stringency_index_mean,cases_pm_mean,deaths_pm_mean,vax_end,iso3,gdp_growth,unemployment
Congo,2022,33.43334246575343,1.7516563918406591,0.0077174051506849,11.52855,COG,1.47535613247133,20.108
Costa Rica,2020,54.3942349726776,90.42162885639118,1.1687661842975208,0.0010823014,CRI,-4.27335432161462,16.432
Costa Rica,2021,56.327260273972605,217.8948916123288,2.802392214684932,77.62919,CRI,7.93576224743147,15.139
Costa Rica,2022,19.1693698630137,321.2572301671233,0.9332321843561644,90.2645,CRI,4.55149177958398,11.325
Cote d'Ivoire,2020,38.86579234972678,,,,CIV,0.699728593494228,2.584
Cote d'Ivoire,2021,19.700410958904108,,,16.28812,CIV,7.06332910205232,2.63
Cote d'Ivoire,2022,16.024657534246575,,,43.25836,CIV,6.39988362720531,2.306
Croatia,2020,43.37226775956284,146.97385392812672,2.7216596442975205,0.20127815,HRV,-8.31086401501189,7.507
Croatia,2021,40.75468493150685,351.4787470764384,6.053715626849315,57.8289,HRV,12.6322190351024,7.608
Croatia,2022,16.057753424657534,388.3683342134247,3.569258917972603,59.397327,HRV,7.29445343642668,6.96
Cuba,2020,60.607650273224046,2.911040715179064,0.0361171309366391,,CUB,-10.9494359030206,2.24
Cuba,2021,68.03665753424657,236.2950167852055,2.025596755041096,94.4767,CUB,1.25448735650322,2.116
Cuba,2022,15.358849315068491,36.266282591369865,0.0515255146301369,96.921196,CUB,1.77465227724316,1.82
Cyprus,2020,53.17325136612022,65.46528594793388,0.3573976399449036,,CYP,-3.22063018637567,7.755
Cyprus,2021,59.1714794520548,406.22631739178087,1.5266409109589043,68.15253,CYP,11.3975590801512,7.513
Cyprus,2022,22.921342465753423,1367.369111506849,1.7830233523287673,71.35114,CYP,8.27372597293814,6.806
Czechia,2020,44.77726775956284,186.75955557058955,3.068363927415978,0.11128792,CZE,-5.30487955463876,2.55
Czechia,2021,55.17043835616438,460.4543542684932,6.27457208078904,63.996635,CZE,4.02901832055149,2.803
Czechia,2022,18.499397260273973,529.4921023150686,1.493945730279452,65.375374,CZE,2.8471706583814,2.224
Democratic Republic of Congo,2020,44.39281420765028,0.4750323341625344,0.0158998760440771,,COD,0.775427992354622,5.345
Democratic Republic of Congo,2021,37.13482191780822,1.648593240758904,0.0169632580931506,0.25099668,COD,6.42961005647355,5.28
Democratic Republic of Congo,2022,30.74920547945205,0.4253924929041096,0.0063411549561643,8.931887,COD,9.31116944064918,4.522
Denmark,2020,46.365027322404366,75.24432133272727,0.5861618026446281,0.00018634905,DNK,-1.78010601831291,5.637
Denmark,2021,46.20558904109589,288.90925613424656,0.9282642712876712,79.51294,DNK,6.50025445756295,5.043
Denmark,2022,13.531205479452051,1208.942138161644,2.10066204,80.39537,DNK,0.443832614908331,4.434
Djibouti,2020,46.225901639344265,14.10963239829201,0.1477828921212121,,DJI,1.2021151728969,27.713
Djibouti,2021,42.17846575342466,18.8125600329863,0.3084026192876712,3.3975873,DJI,4.40715667561153,27.668
Djibouti,2022,31.099890410958903,4.95853589079452,0.0,27.91555,DJI,5.16653702854374,26.307
Dominica,2020,37.04647540983606,3.956240658402204,0.0,,DMA,-15.7064024545862,
Dominica,2021,44.17087671232876,275.3374069232877,1.926296293150685,44.019928,DMA,5.37983838954712,
Dominica,2022,38.31358904109589,366.652042739726,1.106595739726027,49.358982,DMA,10.3968076616121,
Dominican Republic,2020,63.24240437158471,41.59654922608816,0.590910941707989,,DOM,-7.92905234231061,6.126
Dominican Republic,2021,60.44868493150685,60.42347699452056,0.4481342616712329,61.78221,DOM,14.0124289062207,7.702
Dominican Republic,2022,11.384027397260274,58.97246907465754,0.033664958109589,65.00361,DOM,5.23795652902595,5.504
East Timor,2020,31.876420765027323,0.0885212920661157,0.0,,TLS,31.7257429812373,2.782
East Timor,2021,58.471589041095896,39.60230532021918,0.2441004943013698,48.416233,TLS,5.36980163959615,2.344
East Timor,2022,18.37539726027397,7.122932658410959,0.0320131796164383,64.18211,TLS,-20.5224785561874,1.537
Ecuador,2020,58.88584699453552,34.96979068127577,2.167362575184573,,ECU,-9.24509619165865,6.127
Ecuador,2021,59.49013698630137,51.383677851506846,3.01980250780274,79.80635,ECU,9.42189269033631,4.552
Ecuador,2022,24.811260273972604,76.69385256736986,0.350306928109589,85.929054,ECU,5.86842354862311,3.761
Egypt,2020,59.80661202185793,3.342528801446281,0.185320968707989,,EGY,3.55016483786838,7.974
Egypt,2021,44.26043835616439,6.035275610054795,0.3442591445945205,29.389805,EGY,3.29064601202211,7.441
Egypt,2022,25.70676712328767,3.1821650149397263,0.0748072131452054,47.711197,EGY,6.58784560886967,7.344
El Salvador,2020,63.59453551912568,20.16006370600551,0.5820801675206612,,SLV,-7.893101359867,5.008
El Salvador,2021,33.87361643835616,33.05871513808219,1.0888554356438356,71.39289,SLV,11.9047617015957,4.327
El Salvador,2022,26.69956164383561,34.91840743123288,0.1775497420821918,74.082214,SLV,2.95461516549889,2.999
Eritrea,2020,68.36699453551913,1.0116106169421488,0.0008079957300275,,ERI,,6.088
Eritrea,2021,66.73405479452055,5.408014867123288,0.0594640580821917,,ERI,,6.177
Eritrea,2022,50.84646575342465,1.7734752987671232,0.0224999139726027,,ERI,,5.695
Estonia,2020,36.38357923497268,63.31774725454545,0.5794927768595041,0.1833207,EST,-2.88380751483778,6.956
Estonia,2021,38.12265753424658,397.2897291945206,3.133218990684932,62.374294,EST,8.25488044580031,6.178
Estonia,2022,21.536657534246576,745.576228109589,1.8243289021917808,64.332085,EST,-1.22616966587796,5.571
Eswatini,2020,56.22385245901639,20.66588630046832,0.41810903184573,,SWZ,-2.95183453409287,32.944
Eswatini,2021,60.916356164383565,127.41563168936987,2.503898800520548,27.408503,SWZ,4.23621913615419,34.153
Eswatini,2022,28.589835616438357,18.40612841917808,0.2764627979178082,41.64191,SWZ,0.386070835562705,35.359
Ethiopia,2020,56.483743169398906,2.721242952060606,0.0421404207438016,,ETH,6.05953089054807,3.994
Ethiopia,2021,43.71717808219178,6.371360595616438,0.1094279710602739,7.4524198,ETH,5.64153069257077,3.935
Ethiopia,2022,34.87983561643836,1.8033546101780824,0.0141155090657534,34.38329,ETH,5.32175988403378,3.409
Faroe Islands,2020,33.12603825136612,30.994858044077137,0.0,,FRO,-1.63732118017028,
Faroe Islands,2021,35.904520547945204,261.6578054246575,0.7097867260273973,76.6798,FRO,5.06636291600633,
Faroe Islands,2022,13.649616438356164,1464.6448983561645,0.7097867205479452,77.19425,FRO,3.86099981669155,
Fiji,2020,50.17021857923497,0.1468154435261708,0.0059924672176308,,FJI,-17.1835352599354,4.649
Fiji,2021,73.25720547945205,160.43923874219178,2.073951763561644,71.94169,FJI,-4.3459619989752,4.701
Fiji,2022,38.654356164383564,44.2770823260274,0.5453062805479452,77.39116,FJI,17.7451269773594,4.446
Finland,2020,38.73150273224044,19.387560051187844,0.3140989402754821,,FIN,-2.49103605535707,7.759
Finland,2021,42.45320547945205,160.8736152068493,0.6355782461917808,76.76482,FIN,2.67634641498897,7.617
Finland,2022,16.35619178082192,536.8698111178082,3.3633502866849314,81.2301,FIN,0.763041912763526,6.719
France,2020,54.29311475409836,100.21377527283197,2.722959555922865,0.003957608,FRA,-7.44064589948231,8.009
France,2021,52.67824657534247,271.5825688219178,2.5843033038356165,80.31459,FRA,6.88233783360239,7.874
France,2022,19.813232876712327,1247.9989035616438,1.598465188493151,82.44808,FRA,2.71676264185913,7.308
Gabon,2020,61.98169398907103,10.8470188807989,0.0725325695041322,,GAB,-1.83776106357656,21.27
Gabon,2021,62.33534246575343,36.32341883252055,0.2524729552328767,9.041448,GAB,1.46795731487489,21.218
Gabon,2022,18.031232876712327,8.094914053315067,0.0202880056986301,12.796051,GAB,3.03761449530657,20.399
Gambia,2020,52.80792349726776,3.970578736225895,0.1295662486225895,,GMB,0.591487287873974,5.892
Gambia,2021,32.043150684931504,6.619472865068493,0.2275768520547945,9.977576,GMB,5.25596878816744,6.269
Gambia,2022,13.745287671232877,2.510619537123288,0.0301357469863013,20.811941,GMB,5.49299823010114,6.076
Georgia,2020,59.76256830601093,165.09548424198348,1.8185040385123967,,GEO,-6.2904717853839,11.73
Georgia,2021,55.50580821917808,510.6658986,8.154672687041096,35.941353,GEO,10.6442336580969,11.791
Georgia,2022,15.238191780821916,631.7875130753424,2.240278821287671,43.59945,GEO,10.9585321385624,11.647
Germany,2020,51.8127868852459,54.3905137305124,1.540102132093664,0.24608906,DEU,-4.13191443239947,3.881
Germany,2021,61.24076712328768,174.44144668493152,2.303017499753425,74.63288,DEU,3.90999994204108,3.594
Germany,2022,19.051506849315068,984.8954893150686,1.5654510879452057,77.1402,DEU,1.8092581243061,3.12
Ghana,2020,42.53210382513661,4.57602835869146,0.0278397775234159,,GHA,0.513941670628171,3.313
Ghana,2021,42.84115068493151,7.525554581013699,0.080251644169863,17.419489,GHA,5.07646643533542,3.384
Ghana,2022,42.37112328767123,2.060343213427397,0.0128105095589041,36.69228,GHA,3.80484980952164,3.084
Greece,2020,54.51363387978142,36.95818984253444,1.2387126383746556,0.022463426,GRC,-9.19623149726978,15.899
Greece,2021,72.27019178082192,248.75179183561644,4.163338707123288,71.734764,GRC,8.65449786002131,14.656
Greece,2022,30.84449315068493,1036.1842969863014,3.8076012191780815,76.1816,GRC,5.52198580589408,12.426
Greenland,2020,34.60631147540983,1.3278852892561983,0.0,,GRL,0.250789762104304,
Greenland,2021,40.23791780821918,121.00693024657537,0.0489114520547945,72.20873,GRL,1.63409410992996,
Greenland,2022,17.367287671232877,463.1914477260274,0.9782290410958904,73.60124,GRL,2.00455580865604,
Guam,2020,56.86901639344263,118.885899615427,2.01784181322314,,GUM,-10.5188595714539,6.248
Guam,2021,51.27430136986301,136.37846096931509,2.471165144657534,,GUM,2.0581832574708,5.991
Guam,2022,22.99731506849315,574.6702749342465,2.3384851501369863,,GUM,5.09986426216793,5.454
Guatemala,2020,64.04510928961749,21.236721238414365,0.7457609301939059,,GTM,-1.78555175063326,2.955
Guatemala,2021,53.606904109589046,75.14174082556164,1.7344451984547946,36.6164,GTM,8.04170378184928,2.174
Guatemala,2022,42.69161643835616,88.26129362712328,0.5980527911068493,49.61789,GTM,4.18451817243695,3.051
Guinea,2020,53.23909836065575,2.689525946181818,0.0158760816639118,,GIN,4.70459096113575,6.018
Guinea,2021,61.46356164383562,3.650203714591781,0.0604273804328767,14.420116,GIN,5.5823328114905,5.827
Guinea,2022,43.57789041095891,1.125898567950685,0.0148144544821917,43.31009,GIN,3.97240784200721,5.267
Guyana,2020,61.83040983606558,21.126246250688705,0.5498657961432507,,GUY,43.479651716849,15.334
Guyana,2021,63.20079452054794,109.82738859178082,2.957673550684932,49.961052,GUY,20.0599975568418,14.557
Guyana,2022,31.539835616438356,109.53062136438356,0.783600093150685,60.05126,GUY,63.3346343654855,12.013
Haiti,2020,45.094207650273226,2.3945066992892565,0.0565160081928374,,HTI,-3.30550546965893,15.546
Haiti,2021,49.04545205479453,3.851086455989041,0.1278932211616438,1.0773668,HTI,-1.79823988931486,15.28
Haiti,2022,38.30750684931507,1.8576669388876712,0.0207201307178082,3.46428,HTI,-1.68198396897978,14.635
Honduras,2020,71.76928961748634,31.92566212345304,0.8190315612947658,,HND,-8.96508223267296,10.982
Honduras,2021,84.02035616438356,67.71630996876713,1.9231514753296703,46.974564,HND,12.5652843771279,8.506
Honduras,2022,32.72901369863014,22.61478111027397,0.1667837813150685,61.57669,HND,4.14356194013767,8.774
Hong Kong,2020,55.32420765027322,,,,HKG,-6.54480412699255,5.808
Hong Kong,2021,65.32454794520548,,,65.31368,HKG,6.45444409087024,5.174
Hong Kong,2022,53.58693150684931,,,92.53534,HKG,-3.68378414495199,4.318
Hungary,2020,47.17297814207651,91.74308796600552,2.7129173555647386,,HUN,-4.33872540024058,4.25
Hungary,2021,48.19843835616438,264.2039976076712,8.387810182383562,64.70327,HUN,7.22291580811137,4.045
Hungary,2022,14.228136986301369,262.93093010958904,2.6335500161643832,66.29646,HUN,4.15238057779229,3.609
Iceland,2020,39.40199453551913,41.59376296170799,0.2027904137741047,1.2816535,ISL,-6.64587816297836,5.478
Iceland,2021,38.056876712328766,132.98585220547946,0.064825469589041,75.77951,ISL,5.1805719742238,6.029
Iceland,2022,14.358794520547946,1318.1683032328767,1.0732216520547946,81.43955,ISL,8.82069395623492,3.789
India,2020,64.76655737704918,19.841720087152893,0.2874560724892562,,IND,-5.77772470686801,7.859
India,2021,67.124,47.22871330904109,0.638775921339726,59.32558,IND,9.68959249192875,6.38
India,2022,41.686109589041095,18.965504959653845,0.0953756641336986,72.062874,IND,7.60936497768895,4.822
Indonesia,2020,55.06693989071038,7.342730495595041,0.2187214809393939,,IDN,-2.06551182934165,4.255
Indonesia,2021,68.63630136986302,34.58203151054794,1.198312217950685,57.77088,IDN,3.70288562827751,3.827
Indonesia,2022,39.67134246575342,24.14286267586301,0.1623021510356164,73.010315,IDN,5.30719722664799,3.462
Iran,2020,48.179453551912566,37.50320609558402,1.6953715268677687,,IRN,4.44180865358672,9.687
Iran,2021,73.56334246575342,152.21849992328768,2.340438867260274,66.46118,IRN,4.13089685034471,9.282
Iran,2022,56.29797260273972,41.87615769958904,0.4012075972876712,72.732574,IRN,4.35281087521344,9.085
Iraq,2020,64.68051912568306,37.158171261289255,0.8006195024517906,,IRQ,-12.0367930931152,15.778
Iraq,2021,70.81345205479452,93.18767991561644,0.7053446677260274,19.247728,IRQ,1.50218070952037,16.173
Iraq,2022,39.63019178082192,23.12213794912329,0.0758435127342465,25.715412,IRQ,7.95904804992662,15.511
Ireland,2020,56.54366120218579,48.25882232369146,1.220527655785124,,IRL,7.15369505735335,5.623
Ireland,2021,58.55652054794521,355.4202358739726,2.048086647671233,77.03758,IRL,16.2581881158197,6.364
Ireland,2022,12.490301369863014,503.8266301972603,1.2905090650684932,80.38736,IRL,7.51113888415304,4.501
Israel,2020,58.04743169398908,126.99909350575756,1.0095505052892562,10.9007845,ISR,-2.02161548237589,4.169
Israel,2021,51.76079452054794,289.6109473801644,1.4816499316712328,72.295845,ISR,9.38837403354628,4.812
Israel,2022,20.001534246575343,1017.7601777246576,1.1451712328356165,73.84477,ISR,6.26326343841286,3.695
Italy,2020,64.64532786885246,96.2810491585124,3.4010211477190087,0.068211354,ITA,-8.86822122185345,9.164
Italy,2021,64.68709589041096,179.11602096054796,2.9246393425479456,81.32709,ITA,8.93106210800055,9.497
Italy,2022,27.48643835616438,881.7165180273972,2.184874663506849,85.42384,ITA,4.82117669913565,8.069
Jamaica,2020,64.02325136612022,12.413019450688704,0.2930299344352617,,JAM,-8.30441923583135,6.501
Jamaica,2021,73.64923287671233,77.96854135150684,2.092078991232877,25.094341,JAM,5.70467978309095,5.188
Jamaica,2022,24.239424657534244,57.126879670410965,0.9618263467032966,29.70773,JAM,6.43930323656186,4.083
Japan,2020,32.56775956284153,5.075668306666667,0.0752411240495867,,JPN,-4.16876457146743,2.809
Japan,2021,48.84783561643835,32.953710646,0.3283131926739726,80.97423,JPN,2.69657404187188,2.828
Japan,2022,39.68030136986301,599.9300981753424,0.8574412231863013,83.64811,JPN,0.941998775483285,2.6
Jordan,2020,58.290601092896175,71.72421966661157,0.933670104214876,,JOR,-1.10275188309046,19.213
Jordan,2021,50.42345205479453,187.04779269041092,2.143098012109589,38.484707,JOR,3.65564358999147,19.837
