country,year,stringency_index_mean,cases_pm_mean,deaths_pm_mean,vax_end,iso3
Mongolia,2020,58.9785519125683,0.9885093336639118,0.0008135879614325068,,MNG
Mongolia,2021,58.9547397260274,559.840224859726,1.6061228917534245,66.92185,MNG
Mongolia,2022,10.909013698630137,254.31196043972602,0.12136948912328765,67.12803,MNG
Morocco,2020,61.15478142076503,32.27434860106061,0.5427863340633609,,MAR
Morocco,2021,67.87468493150685,38.438295760273974,0.5496469462328767,65.98122,MAR
Morocco,2022,32.33715068493151,22.788073180493154,0.10642115991780822,67.012764,MAR
Mozambique,2020,51.811584699453554,1.5593608321983472,0.013919098573002754,,MOZ
Mozambique,2021,51.34980821917808,13.9044092646137,0.1536134603808219,26.438942,MOZ
Mozambique,2022,28.33309589041096,3.9280077317068494,0.019799440989041097,56.899666,MOZ
Myanmar,2020,62.4377868852459,6.3867899771515155,0.13744179138292012,,MMR
Myanmar,2021,72.99065753424658,20.702271218454793,0.8453089344219178,35.026752,MMR
Myanmar,2022,55.77849315068494,5.2417206915671235,0.011314275665753425,64.69381,MMR
Namibia,2020,43.54109289617487,22.815207386225897,0.19829362121212124,,NAM
Namibia,2021,45.70536986301369,118.42570113671233,3.2586574832876716,11.989405,NAM
Namibia,2022,16.68268493150685,20.396711975890412,0.4143245052054795,20.858936,NAM
Nepal,2020,65.92333333333333,24.15872592750964,0.2556851692782369,,NPL
Nepal,2021,51.94139726027397,52.35395477013698,0.8146681671616439,41.228348,NPL
Nepal,2022,35.65413698630137,15.910646562279451,0.03918446916712329,92.769035,NPL
Netherlands,2020,50.12950819672132,118.96626232341599,1.775420640909091,,NLD
Netherlands,2021,57.80901369863014,353.82766284931506,1.441596949589041,69.3349,NLD
Netherlands,2022,20.732438356164383,838.6334556712329,0.30848736575342467,70.25292,NLD
New Zealand,2020,36.521830601092894,0.9700355319008265,0.013420524655647382,,NZL
New Zealand,2021,44.594356164383555,6.373987474602739,0.01388086709589041,77.38601,NZL
New Zealand,2022,22.93632876712329,1091.091684450959,1.217245289890411,83.78845,NZL
Nicaragua,2020,12.465956284153005,1.9764817016528924,0.0675335444077135,,NIC
Nicaragua,2021,9.150684931506849,3.5551877389041096,0.021166678356164384,72.494446,NIC
Nicaragua,2022,12.381945205479452,0.7335067926027397,0.011397442191780821,91.634,NIC
Niger,2020,23.83106557377049,0.3491416423415978,0.010992301865013774,,NER
Niger,2021,26.534438356164383,0.4499467038739726,0.018725229287671234,2.0038853,NER
Niger,2022,13.679479452054796,0.23043938403287673,0.00432953281369863,23.98991,NER
Nigeria,2020,55.104562841530054,1.0687896448702479,0.015777041822038568,,NGA
Nigeria,2021,46.091945205479455,1.902232609471233,0.021510107681917807,4.620405,NGA
Nigeria,2022,21.107808219178082,0.306162985969863,0.0015346823528767125,32.42398,NGA
Norway,2020,41.72601092896175,25.13356924506887,0.22011119724517908,0.04438502,NOR
Norway,2021,50.286191780821916,173.27845949041094,0.48098875378082195,78.66158,NOR
Norway,2022,14.621780821917808,542.6246065772602,1.7281454178082192,79.66204,NOR
Oman,2020,63.46196721311475,74.96419216539945,0.8718324057300275,0.13775231,OMN
Oman,2021,56.8271506849315,102.38433887438356,1.7294769381369863,65.998795,OMN
Oman,2022,18.527561643835618,54.339516396164385,0.08398330723287671,69.33347,OMN
Pakistan,2020,54.506202185792354,5.394776963318182,0.11357246701267218,,PAK
Pakistan,2021,57.80989041095891,9.191840014520547,0.2121848476657534,39.795,PAK
Pakistan,2022,44.44375342465753,3.156690849567123,0.019269091320273973,63.465458,PAK
Palestine,2020,66.27729508196721,80.0165351862259,0.778891232369146,,PSE
Palestine,2021,70.87958904109588,163.29369746739727,1.7718217772328768,36.016876,PSE
Palestine,2022,17.807534246575344,120.2860930328767,0.40125489249315066,37.938984,PSE
Panama,2020,63.72071038251366,149.15917723225894,2.4620006212121215,,PAN
Panama,2021,66.15997260273973,157.35958099452054,2.1739632947671237,70.914825,PAN
Panama,2022,20.005534246575344,331.65702415068495,0.7109582069589041,79.949875,PAN
Papua New Guinea,2020,44.455983606557375,0.21059718052341597,0.002429967520661157,,PNG
Papua New Guinea,2021,57.256246575342466,9.508185434,0.15600835010958905,2.7826138,PNG
Papua New Guinea,2022,33.88632876712329,2.8258724251232876,0.021212839616438356,3.5762782,PNG
Paraguay,2020,62.2688524590164,43.24937576404959,0.9046281574104683,,PRY
Paraguay,2021,49.014986301369866,145.87845737671233,5.837326701123287,51.325222,PRY
Paraguay,2022,19.70498630136986,105.06863849095892,1.2417084797534248,58.802773,PRY
Peru,2020,67.37448087431694,83.15755872749311,7.658755064848485,,PER
Peru,2021,63.2287397260274,104.51319209315068,8.963268276712329,74.201645,PER
Peru,2022,30.20386301369863,177.33240229041095,1.276257835479452,90.33313,PER
Philippines,2020,65.82898907103825,11.422136241126722,0.2231136220289256,,PHL
Philippines,2021,72.81282191780822,57.007640899687665,1.0162755729890411,49.234962,PHL
Philippines,2022,36.78364383561644,29.299959992328766,0.3339905504739726,68.758026,PHL
Poland,2020,48.26822404371584,93.1102338921708,2.055544421011019,0.1240044,POL
Poland,2021,53.05386301369863,200.68821369158906,4.883092668846575,56.462822,POL
Poland,2022,18.031561643835616,161.24619129534247,1.5327469363808217,59.529346,POL
Portugal,2020,54.248333333333335,99.82393188758128,1.7705092922865013,,PRT
Portugal,2021,60.15832876712329,238.06385246575343,3.206800651232877,90.21306,PRT
Portugal,2022,16.66419178082192,1122.4775313424657,1.810778511232877,93.965195,PRT
Puerto Rico,2020,63.53792349726776,71.96171229035812,1.424597238016529,,PRI
Puerto Rico,2021,42.76734246575342,196.8798835210959,1.3888949753424658,,PRI
Puerto Rico,2022,21.14928767123288,695.7721586931507,1.906243562739726,,PRI
Qatar,2020,60.985956284153005,136.7864436185124,0.23334107256198347,,QAT
Qatar,2021,63.33397260273972,100.55978313972604,0.3523561104109589,81.60193,QAT
Qatar,2022,33.127890410958905,226.89555320821918,0.0644091802739726,98.53734,QAT
Romania,2020,51.81087431693989,90.2533120177135,2.2415969476859505,0.053681433,ROU
Romania,2021,62.24816438356165,168.56823410493152,6.163347707479452,28.562483,ROU
Romania,2022,18.890794520547942,214.59179528657532,1.2378726052328768,,ROU
Russia,2020,47.67319672131148,59.7836527472562,1.0789755062878787,0.03571922,RUS
Russia,2021,46.46487671232877,138.14728048219177,4.739496266849315,50.710438,RUS
Russia,2022,29.494712328767122,212.6314886931507,1.596863645890411,60.220646,RUS
