term,coef,se_cluster,t,p,n_obs,r2,n_clusters
Intercept,12.54175368716863,0.17409396531542784,72.04014030265301,0.0,506,0.9882755706255466,169
C(year)[T.2021],-0.273035751709587,0.12072458504917821,-2.2616416664291163,0.02371955149750459,506,0.9882755706255466,169
C(year)[T.2022],-0.6558809915500727,0.1615083401205305,-4.06097289502574,4.8868645410637105e-05,506,0.9882755706255466,169
C(iso3)[T.AGO],2.7792330641433676,0.1252661156890407,22.18663082874308,4.623624119887081e-109,506,0.9882755706255466,169
C(iso3)[T.ALB],-1.7024713775940257,0.08731229024690183,-19.49864529701116,1.1272872906687915e-84,506,0.9882755706255466,169
C(iso3)[T.ARE],-9.375051089166169,0.09211696916965925,-101.77333420403119,0.0,506,0.9882755706255466,169
C(iso3)[T.ARG],-3.977791853641808,0.16819061120264822,-23.650498831049948,1.1664483328686886e-123,506,0.9882755706255466,169
C(iso3)[T.AUS],-7.670041975046176,0.13855886852718893,-55.35583580159728,0.0,506,0.9882755706255466,169
C(iso3)[T.AUT],-7.249611083610157,0.18708871080260522,-38.74959131691876,0.0,506,0.9882755706255466,169
C(iso3)[T.AZE],-6.733067918576066,0.17085276624814608,-39.40859762725162,0.0,506,0.9882755706255466,169
C(iso3)[T.BDI],-11.420251383252687,0.05913962444027912,-193.10659293728153,0.0,506,0.9882755706255466,169
C(iso3)[T.BEL],-6.961333090541343,0.1390219924902393,-50.07361041117359,0.0,506,0.9882755706255466,169
C(iso3)[T.BEN],-11.003194319980299,0.026262544552598365,-418.9690872467902,0.0,506,0.9882755706255466,169
C(iso3)[T.BFA],-7.294465526534514,0.03568294470995539,-204.4244270148307,0.0,506,0.9882755706255466,169
C(iso3)[T.BGD],-7.779295387083875,0.11651495261410279,-66.76649831244303,0.0,506,0.9882755706255466,169
C(iso3)[T.BGR],-7.991347786545,0.21941867995519493,-36.42054445034864,2.0136944895253778e-290,506,0.9882755706255466,169
C(iso3)[T.BHR],-11.09485308179037,0.1096093376229331,-101.22178750826646,0.0,506,0.9882755706255466,169
C(iso3)[T.BHS],-2.2052428325217592,0.14663439380494694,-15.039055812889117,4.073181657571202e-51,506,0.9882755706255466,169
C(iso3)[T.BIH],1.5649524038756797,0.20172407801319006,7.757886015834722,8.63567104007614e-15,506,0.9882755706255466,169
C(iso3)[T.BLR],-8.700751802168616,0.034141395422321384,-254.8446451746413,0.0,506,0.9882755706255466,169
C(iso3)[T.BLZ],-2.9306620704463198,0.12525593191356849,-23.397391450239592,4.543050027754542e-121,506,0.9882755706255466,169
C(iso3)[T.BOL],-7.323626108930593,0.09973916842081669,-73.42778393770998,0.0,506,0.9882755706255466,169
C(iso3)[T.BRA],-0.9280834244337239,0.16302375980550193,-5.69293350577234,1.2487502882038512e-08,506,0.9882755706255466,169
